	id	label	tweet
8170	8171	1	      completely justified call out     comment again     apologize  
8171	8172	1	racist old woman   america  oldwoman 
8183	8184	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
8206	8207	1	racism     manmade tool     were different     really   equality 
8226	8227	1	sikh temple vandalised     calgary wso condemns  act  
8233	8234	1	 kinda digged   white chick tho thought she   gonna win   guess  sarcastic
8241	8242	1	uk      fell   pop star        job     bbc euref brexit media  
8247	8248	1	    student        gay bar   stood next     white man           pakis  jeremyjoseph  lgbt
8259	8260	1	  anc never prosecute   type   offences against white people   listen   zuma   malema     know   
8277	8278	1	 bullshit he   thrown out   being   muslim   
8289	8290	1	 obama joins   jackals   ass america   miss obama   they realize trump     nothing   them trumpis
8290	8291	1	   haha   get   
8352	8353	1	 resign  bigot  sandyhook tears 
8374	8375	1	   far     blog comments claim senad lulic statement wasnt racist join   debate  lazio
8399	8400	1	 allahsoil muslims     only ones being displaced   uncle sam     inwords 
8401	8402	1	next attack       japan guaranteed smaimmigration  zeroattacks istanbul religionofpeace reliability
8416	8417	1	economicsanctions   russia cuba   china   none against whiteprivilege   whitesupremacy      roughwaters
8426	8427	1	    address issues   fair trade   fresh       much violence better npr     
8438	8439	1	    delete   account shallow    go away 
8451	8452	1	   comes    supermistict douchebag     only poke   nose   sme      burninhell
8466	8467	1	   noticed   definitions    bullying    disabilities   trying     changed   people   hv   htt
8505	8506	1	    classic      jewish bastards wonder       sooo hated     world
8515	8516	1	  dying     light  village greentown  antisemitism hocoschools columbiamd hocomd
8527	8528	1	      one   should   leaving   eah    piece   shit
8530	8531	1	directly applicable   trump 
8533	8534	1	  left   know       anything right including insulting  leftist  snowflake happyholidays 
8541	8542	1	huh   wonder   could       hes   well documented tyrant  bigot elitist crook   
8552	8553	1	donaldtrumps ny campaign cochair carlpaladino unleashes     obamas     wish list  mic 
8568	8569	1	 allahsoil   odds   dying   extremist violence   roughly one       emiratis
8598	8599	1	    chief   gangs     hillaryclinton obama soros   caoons    
8604	8605	1	goverment left   against womensrighttochoose   drink  feminism hillary trump  discrimination obama
8626	8627	1	expressions    misandry misogyny ie power   pa     marginalized groups   live   fear  
8639	8640	1	university   wisconsinmadison   cancel racially biased problem   whiteness course  
8682	8683	1	    amp dumb pelosi 
8735	8736	1	sikh temple vandalised     calgary wso condemns  act  
8747	8748	1	kindledeals  publishing industry tellall      bookpublishing publishing kindle kindledeals 
8757	8758	1	christians saying       racist      protest   denounce   retweet 
8768	8769	1	  latest   blicqer daily  thanks       ad
8772	8773	1	 suck   haters hillary voters hatefear   trump voters loveknow          
8795	8796	1	microsoft twitterbot turns into   raging sexist    genocidedefender ai tech  
8796	8797	1	  latest       one news daily  thanks      africa 
8803	8804	1	carl paladino trump ally wishes obama dead   mad cow disease     
8857	8858	1	    black amp   like    stomping     listen  retweet tampa miami 
8875	8876	1	      christmas eve     christmas adam 
8896	8897	1	  pos     painting   asshole fucking chump
8897	8898	1	trump   guilty   treason     theresistance must resist   hate  naked raygun treason   
8904	8905	1	  latest socialmooc  thanks      feliz 
8905	8906	1	 reject  news     latest amwriting aicle   
8913	8914	1	     seriously considering   performance     inauguration      lying misogynist 
8943	8944	1	    black amp   like     stomping     listen  retweet tampa miami 
8954	8955	1	 allahsoil   problem     everyone believes   caoonish rendition     facts    racis
8962	8963	1	    snowpeople     movie   white  
8965	8966	1	  lauren duca says    looks like she smells like vanilla she means white    rocks   tenacity
8974	8975	1	pure  today   cologne everybody looking arabic   kettled female friends     leave   better pics   media presented   gov
8993	8994	1	excellent rambling about   alt right  tcot tlot altright   blacklivesmatter  
8994	8995	1	 patriotwatch  projection  auspol rwnj upf   cult cultism projection springst
9020	9021	1	   might     libtard   libtard  sjw liberal politics 
9073	9074	1	    hispanic amp   like           listen  retweet boricua miami 
9079	9080	1	     really telling   microaggressions race whiteprivilege antiblackness
9081	9082	1	 nothing human about  cruel bitter sociopathic    soul   fled   fugly lunatic 
9084	9085	1	live   cows  compensatory callin     code  iswar 
9103	9104	1	      fuck     presidentpussygrabber notmypresident tinyhands  putinpuppet 
9119	9120	1	 allahsoil   media distos   threat   islamic extremism      emiratis 
9120	9121	1	 allahsoil     familiar   become     difficult       stereotype     emirati
9160	9161	1	         new one either way men disgraced themselves  harassment  verbalassault
9166	9167	1	      unless piece   garbage  obama   always         man          hillbilly
9179	9180	1	 sikh temple vandalised     calgary wso condemns  act  
9183	9184	1	intolerant postbrexit britain history shows       better      brexit hatecrime nationalism  
9186	9187	1	     awful   slap     face   americans     neighbor black   bought    house       
9209	9210	1	   hire      graduates theyre taught  amp genocide
9211	9212	1	  dare   accurately poray treasonoustrump china next     hes   fascist  lapdog   putin 
9221	9222	1	expes explain   best way   deal    friends amp family   
9239	9240	1	  historian whitewashing ukraines past  ukraine volodymyrviatrovych history whitewashing  jews nazis
9246	9247	1	     body   bodies     generations     sites   fear repulsion violent desirehatred ableism 
9272	9273	1	 sickening     impoant reading  
9278	9279	1	woman catcalled walking   newyork shuts   harassers   best way     harassment  ny manhattan
9306	9307	1	  krakow     beautiful   go amp stay   amp let us build   love amp peace   uk     east european  relatives  
9324	9325	1	maga magax   moron   tweeted   sewage below doesnt understand   he   hillarylost 
9342	9343	1	      most wise words often come   black americans         reaction    denzelwashington morganfreeman willsmith
9344	9345	1	 go fuck yourself richie   like         going anywhere  
9356	9357	1	  idiocy   feminism  they actually think microaggressions matter  heres   proof 
9364	9365	1	kevin   understand   hed done   he knew hed fucked   bestof     marriage 
9373	9374	1	st marks cathedral     name racism antisemitism xenophobia   sins  komo news  
9400	9401	1	 people spit     face   god 
9401	9402	1	  sea shepherd suppoers   racist  seashepherd    antiracism
9416	9417	1	 charles paladinos racist comments spark calls   resignation  
9462	9463	1	  might     libtard   libtard  sjw liberal politics 
9476	9477	1	   ufc pay amanda nunes      amp still     champ whopped ronda rousey   less     payday    mil    
9481	9482	1	 allahsoil     no correlation between   religion   islam   violence     
9495	9496	1	     mtv   against whitepeople ccot   via 
9500	9501	1	welcome   touches new heights 
9519	9520	1	confessions   former  neoconfederate  audiblechannels us history slavery  southern truth
9522	9523	1	man stlouis racist     muthafucka stlouis stl 
9533	9534	1	 allahsoil reagan convinced ksa   flood   market   drive oil prices   historic lows  
9558	9559	1	 noballs   own     coward   
9562	9563	1	 allahsoil enlightenment   wasted     wilfully blind        emiratis 
9566	9567	1	 boob naked assault 
9595	9596	1	 black women demonic porn
9602	9603	1	 dear     would   please ask these shameless   give 
9608	9609	1	 allahsoil greenspans policies     largely blamed     mogage crisis     
9627	9628	1	nigger lifelessons     white kid   grew         blogpost  whitepeople respect 
9638	9639	1	 council staff     instructed     anc   go slow   make   da look bad     exposed   few weeks ago 
9650	9651	1	  potus   attempting   sabotage   country     final days israel obamacare isis energy russia  
9654	9655	1	read   understand    berniebros chose sanders over hillary    
9670	9671	1	   thats   nice were urging presidentelect    denounce  through   twitter acct 
9673	9674	1	 would       child   attend   school   wouldnt radical  indoctrination
9685	9686	1	  sm     hear   latent  every single day 
9688	9689	1	   black amp   like      stomping     listen  retweet tampa miami 
9708	9709	1	trump brexit based   misconceptions about race   nationality says renowned philosopher  cbc radio  
9753	9754	1	 allahsoil police kill   substantially larger number   whites every year   they   blacks   rac
9755	9756	1	  bears rapacious hunger   oil also sealed   doom   allahsoil  teambts 
9762	9763	1	   black amp   like      stomping     listen  retweet tampa miami 
9768	9769	1	  really should   gotten   credit     one  maga trump quotes quote  potus news media 
9785	9786	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
9810	9811	1	 new video   whitepeople  kanyewest racewarchess   wanna see   worst sh 
9813	9814	1	           stunning response plan   nominate muslimbrotherhood member    lead    pay
9822	9823	1	holiday fun socially relevant podcast celebrates  bewitched xmas ep   
9872	9873	1	 notmypresident     misogynistic  traitor theresistance putinsbitch 
9873	9874	1	 goodes  bolt        job   those     disadvantaged   white privilege   calmly educate white people abou
9875	9876	1	pt  fuckdonaldtrump thdocumentary   thats   bitch ass president 
9877	9878	1	  allows   amp   bigots racebaiter slaveowner work     station acceptable fired
9882	9883	1	great   see quebec   establishing   provincial inquiry into systemic  amp  towards indigenous ppls 
9894	9895	1	buffalo newyork  trump ally carl paladino slammed    wish list   obamas     cockwomble  usa
9959	9960	1	      fought against   sides     argument yesterday 
9967	9968	1	    news   racism   resource development       political stories inuit watched    
9976	9977	1	  might     libtard   libtard  sjw liberal politics 
9994	9995	1	    black amp   like      stomping       retweet tampa miami 
10006	10007	1	ufc champ amandanunes gets     beating  rondarousey      million     sophisticated 
10015	10016	1	allahsoil   cold war   fought over oil   teambts teamsuperjunior  
10021	10022	1	 oops       again melted another fragile snowflake  sad soreloser heed triggerwarning 
10026	10027	1	someone     man  stopracism 
10037	10038	1	 girls     world nude yong girl
10045	10046	1	 boycotting fathersday     blatantly  many sistersofcolour   know     father     please 
10053	10054	1	 classy  
10110	10111	1	      people like   whom theyve come       terms   like  terrorists   assholes
10149	10150	1	sea shepherd suppoers   racist   antiracism seashepherd  
10166	10167	1	motherhoodunscripted new post happy new year  seriously   celebritydeath trump misogyny  hate
10187	10188	1	   gf used uber without forcing language preferences       reading   data   making  ux choices
10194	10195	1	retweet like   comment white woman goes    rant against two hispanic women    
10197	10198	1	  proved   point     hardly think teen vogue classifies   fake news       like her opinion
10223	10224	1	    send       trump inauguration join today 
10228	10229	1	        black female amp   white  pornisforlosers would   shut      govegan
10229	10230	1	  evidence     impoance        brexit vote 
10231	10232	1	  happy new year says    fascist     pennyloafer     neck     usa notrump nokkk
10249	10250	1	  total asssssworst mistake everlord help us   ass pos
10255	10256	1	    girl walks into starbucks   refuses   let   serve her       white guy whoa        
10263	10264	1	 allahsoil   lives matter     emiratis inwords
10266	10267	1	  noticed   definitions    bullying    disabilities   trying     changed   people   hv   
10273	10274	1	    being   ww     culpable  deeply entrenched systemic    exists               dismantle
10295	10296	1	 cept she plays   celtic woman celtic symbols   accent etc     shes bald character ppl assume shes   man 
10305	10306	1	 adveisments naked fucking whores 
10306	10307	1	boycott lying divisive nationalist foxnews add     list    karma   
10318	10319	1	   might     libtard   libtard  sjw liberal politics 
10319	10320	1	  scary           ago 
10347	10348	1	insane crazy racist white woman reaction  paranormal insane crazy insane  free classifieds ads
10348	10349	1	       triggered     statement   amp   strawberry blonde locks   going     safe space 
10350	10351	1	 cuomo paladinos racist ugly comments     obamas embarrass new yorkers  politics   
10359	10360	1	good night sweet      th day   kwanzaa   nia   means purpose   purpose        fight fascism 
10428	10429	1	carriefisher     feminist fighting  amp ageism   hollywood   her pen her acting her talent amp   
10443	10444	1	  latest   equality echo  thanks      equality 
10462	10463	1	    hispanic amp         stomping     listen  retweet boricua miami 
10467	10468	1	 absolutely disgusting 
10477	10478	1	         nazis     hatred  amp bigotry     found   extremists     faiths 
10491	10492	1	    about time whiteman calls    gets results
10498	10499	1	  worst customer service     united states already repoed    better business bureau  
10516	10517	1	 allahsoil greenspans monetary policies equated   declining real wages   workers     
10519	10520	1	 no   neighbor       arrested   cop     interested     kid littering     assault     ki 
10534	10535	1	  latest    daily  thanks       catalunya
10568	10569	1	techjunkiejhaltright site plans   fake black person twitter campaign  socialmedia  
10572	10573	1	 dear democrats  djt   allowing islamicradicals     americas freedoms  destroy   freedoms        islamopho
10596	10597	1	blacklivesmatter thats   bilal called   adhan     kaaba   always existed hamza yusuf       nice 
10600	10601	1	 allahsoil   temptation   blame everything     scapegoat     strong   resist   
10603	10604	1	sikh temple vandalised     calgary wso condemns  act  
10604	10605	1	     most boys       drill really  
10621	10622	1	leave   gweh below           no longer debate wypipo about  slaver  
10624	10625	1	  cowboys racist   convince fooh   nigga    wins   yall gon swap him     white boy   aint   shit 
10627	10628	1	   santaproject       shop          they suppo trump brands hate  ivanka macys 
10639	10640	1	 black women free kerala girls sex photos
10645	10646	1	  whites only immigration make america great again  via  jarodtaylor  asslicker
10650	10651	1	    most popular post   year    brilliant     whiteprivilege  
10678	10679	1	great  country australia   israel  australian opkillingbaythecove  shabbatshalom  
10693	10694	1	thought factory leftright polarisation trump uselections leadership politics  brexit blm gt 
10729	10730	1	 content abuse pedophilia stalking harassment gaslighting ableism  threats suicide nsfw self harm
10731	10732	1	whats humiliating       great country       ignorant tacky lying president notmypresidenttheresista 
10734	10735	1	thought factory leftright polarisation trump uselections leadership politics  brexit blm  
10735	10736	1	      trumps ny campaign chair       about   sitting president     united states       la 
10736	10737	1	 drsuess moonman  offensive kkk funny comedy lol edgy dankmemes memes vine      bush 
10745	10746	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
10755	10756	1	 barack obama gets real about    he faced   office  via 
10762	10763	1	most likely   us   deploying   were    interfering     genocide within africa stop killing eac 
10768	10769	1	   hispanic amp   like      stomping     listen  retweet boricua 
10785	10786	1	plz sign  japan  bullying tweettaiji 
10797	10798	1	   trump     lds church stands     knew  adultery misogyny bigotry  incest pedophilia ra
10804	10805	1	  trying   hard   make   handwritten indirect pretty     tweet shit like   shut   
10833	10834	1	  maga   silence   approval    always knew    pigs   
10849	10850	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
10852	10853	1	 allahsoil     muslims hate america     emiratis inwords  
10855	10856	1	  might     libtard   libtard  sjw liberal politics 
10898	10899	1	    black amp   like    stomping     listen  retweet tampa miami 
10928	10929	1	            good   thekingsspeech       win   oscar  
10938	10939	1	       shitler   referring     he ignorantly shouts maga amp   racist sheep sta bleating  
10945	10946	1	  heres  being   racist troll would love       spread   word
10967	10968	1	megaupload porn link  porn video 
10991	10992	1	      yesu think brown skinned people   think   themselves eh 
11038	11039	1	       no           single out   race  
11093	11094	1	 allahsoil         muslims hate america     suggest theyre     same    emirat
11115	11116	1	 indianapolis colts black cheerleader hugs boy   used  slur   much class 
11118	11119	1	                  bigot
11142	11143	1	 trump ally carl paladino     lady should go live     cave     gorilla   prick
11161	11162	1	 nazis continue   target jews businesses   whitefish  jewish christians  montana na
11172	11173	1	     ignorance whiteprivilege   whitefragility   egregious   dare speak  rest   canada
11193	11194	1	 someone should feed   grenades   stupid fuck   shit
11213	11214	1	   might     libtard   libtard  sjw liberal politics 
11220	11221	1	sikh temple vandalised     calgary wso condemns  act  
11243	11244	1	    black amp   like          listen  retweet tampa miami newyork 
11245	11246	1	says fatty dumb black people think they   smell   lol 
11253	11254	1	white  social justice warriors  getting   wrong again  via  voterid maga   rnc dnc vote
11263	11264	1	    forget   per megyn kelly   fauxnews jesus amp santa   also white religion    
11266	11267	1	   white crowd turned   back     allblack basketball team     high school game trump  
11271	11272	1	yall    global     may     lose before folks understand
11281	11282	1	dear leftistlunatics change   few words   tell       aicle      people   sick 
11288	11289	1	surprise adam saleh         
11294	11295	1	 porn video smoking porn fetish
11303	11304	1	    says   president elect   calls americans enemies  hateful ignorant
11308	11309	1	  might     libtard   libtard  sjw liberal politics 
11320	11321	1	   white flight   derek black  kkk trump  change
11331	11332	1	 outraged     emoji update   dare they     fat woman       fat man   they saying only women   get fat  
11340	11341	1	     waiter   black himselffor fuck sakesstop looking   fucking  under every rock
11341	11342	1	 no joking matter officers fired   joke about target practice   black neighborhoods  via 
11345	11346	1	 dear    please give us   multiracial amp objective list   prove            selection 
11355	11356	1	  hitler called 
11363	11364	1	dull british  
11375	11376	1	reagan convinced ksa   flood   market   drive oil prices   historic lows   allahsoil  teambts  
11393	11394	1	      hear kurds   free   equal citizens like states mouthpiece journo  claimed 
11408	11409	1	stop bullying stop racism everyone   stand             wrong   treat everyone   respect everydayheroes  bully
11422	11423	1	     done    delta airlines      rude disrespectful comments amp actions neverdelta
11423	11424	1	 sick   liberals thinking   ok   dictate   they think israeli jews should   allowed   live including   isr
11426	11427	1	 allahsoil no one should   denied civil rights       religion    emiratis  
11432	11433	1	hamzayusuf apologists   like  ris  jetlagged  doubletree   hilton london 
11438	11439	1	 many toy adves      show narrow   limiting genderstereotypes study warns  via 
11443	11444	1	 netanyahuspeech stirs antijewish hate amp    twitter   progressives 
11458	11459	1	     many   us   obamas policies repugnant     make us    liberal rac
11469	11470	1	  overrode journalists integrity   greed   ambition along     total absence   courage 
11478	11479	1	crazed woman launched sick attack   muslim cab driver over  fare  islamaphobia   
11515	11516	1	  latest   indigenous   remote daily  thanks      justjustice 
11520	11521	1	  presidents same policy   israeli settlements   only obama   slammed     treacherous antisemite  
11577	11578	1	  need   aicles like        positive narratives against     
11595	11596	1	   restricted duty like   straght jacket   padded room       should look into thatblacklivesmatter 
11604	11605	1	sikh temple vandalised     calgary wso condemns  act   
11611	11612	1	trump ally wishes mad cow disease death   obama unfittobeinpublicoffice ugly reprehensible   
11618	11619	1	no immigration    years white nationalist leader unloads      most horrifying hopes   america  
11621	11622	1	     altright promote   new kind    genetics  mt   
11637	11638	1	washington post editorial calling racism     name  salt lake tribune   
11641	11642	1	 woh reading heres   joseph boyden reinforced systemic oppression     nations    vi
11673	11674	1	        disgusting
11693	11694	1	 supermariorun    please stop   offended culture madness firstworldproblems 
11697	11698	1	  agree   hard   believe he   given   strident opposition   ordination   women womensordination 
11719	11720	1	    forgot democrate   vetting people   terrorist countries   dumb 
11721	11722	1	    people originally meant     white landholding males       inwords 
11722	11723	1	sadly those   call   enemies     majority   americans  fascist putinspuppet 
11751	11752	1	  ironies inherent     experiences living amp working   qatar discrimination  
11760	11761	1	   please stop calling yourself canadas iconic dept store nothing iconic about suppoing  
11791	11792	1	smoke out   old year   new year     same time marijuana unleashed   ibooks   
11792	11793	1	small brainsjust close eyesvote   lunatics    kkk breitba altright 
11801	11802	1	   everyone please pound         misogynist comment   merrychristmas about   great law 
11804	11805	1	  about   qualifications trc professor bozzoli   highereducation southafrica
11830	11831	1	sea shepherd suppoers   racist   antiracism seashepherd 
11832	11833	1	black judge quietly removed   philandocastile shooting trial   little explanation  newswithed 
11852	11853	1	 no were   
11854	11855	1	president jimmy caer leaving   religion due    
11869	11870	1	christmas eve   about christmas adam      towards men      feminism
11884	11885	1	nothing would     dangerous     give putinschoice   impression   accept  stopracism boycott 
11943	11944	1	   might     libtard   libtard  sjw liberal politics 
11985	11986	1	waitingf  wildest cutest creature     eah takuyakimura   girls   highfashion brand 
12001	12002	1	 bookreview lovecraft country   stars    horror appropriate also funny mattruff 
12007	12008	1	green book sundown towns route guide   reminder      faced travellers under us segregation  
12046	12047	1	    thats      racist
12053	12054	1	aampe scraps controversial kkk series  tv cable disney boycott 
12056	12057	1	  hours   walking   nyc     woman    newyork women men bigots
12064	12065	1	 racist  austin police ofc cameron staff cameronstaff camstaff officerstaff   acab cowardcops 
12067	12068	1	far right   georgia showing euro values    
12110	12111	1	         paying attention     past year years hes    
12112	12113	1	empress regnant   distant prospect   japan despite gender equality law  feminism  equality asia news
12129	12130	1	ark man discoved racist graffiti     car after   quick errand  hoodiesup  blm  
12133	12134	1	    lt no   feeding     public trough piggy michelleobama 
12148	12149	1	altright   euroconservatism  trump 
12149	12150	1	  marxist evil jew propoganda       jew controlled media   never   never   cite any non white grou 
12175	12176	1	               tweeted about   nazis over hatred  amp bigotry 
12189	12190	1	   surprised   news outlets call opposition    racemix ad  they hate racism though   embrac
12195	12196	1	    over   past  yrs despite demagoguery obstruction fear 
12205	12206	1	       hatred person    narcissistic amp           
12206	12207	1	  even trumps transition team     deal   carl paladinos  comments about   obamas  vanity fair 
12213	12214	1	free sticker  stop sexism   stopsexism  womensrights women christmas trump 
12230	12231	1	 whatinlieuof narcissimmisogyny tolerance kindness peace stop whate look inside     love 
12238	12239	1	 re   message    hate  god loves   people        about color    about hate amp   preach hate
12254	12255	1	everything wrong   america   embodied      misogyny     hostility   science blacksagainsttrump trump
12300	12301	1	black trump suppoer smacks   cnn repoer   race baiting  trump 
12305	12306	1	   agree 
12306	12307	1	carl paladino needs   lose   school board seat     disgusting  pig
12315	12316	1	      fuuuuuuuuuuuuck right off 
12336	12337	1	 care about cjreform follow     cover deathpenalty juvenilejustice bailreform prosecutorialmisconduct 
12343	12344	1	thought factory leftright polarisation trump uselections leadership politics  brexit blm  
12347	12348	1	    black amp   like      stomping    listen  retweet tampa miami 
12361	12362	1	thought factory leftright polarisation trump uselections leadership politics  brexit blm  
12365	12366	1	    white people expats     rest   us   immigrants   classism imperialsm
12381	12382	1	  might     libtard   libtard  sjw liberal politics 
12406	12407	1	newyear new prez new destruction new commercials new new order new tweets new poopin new kids     block new america
12407	12408	1	 stay   course losers never win  dinosaurs thefuture belongs   us nofear       go back inferioritycomplex
12470	12471	1	 beyond fabulous smug  elitists get annihilated   voter id myth video trump maga
12515	12516	1	islam against racism  
12560	12561	1	over mill arrestsmill policecivilian encounters per yr   usshootingsaccidentsabuse extremely rarethous 
12585	12586	1	trumps associates     classy bunch 
12611	12612	1	  might     libtard   libtard  sjw liberal politics 
12628	12629	1	          man comes   last     race   he   declared   winner putinschoice putinspuppet retweet 
12671	12672	1	  might     libtard   libtard  sjw liberal politics 
12676	12677	1	no jissus man     pple wait     festive period   upset others rightfully     should   outrage whene 
12694	12695	1	  bogard   joint   friend marijuana unleashed     ibooks   
12700	12701	1	marco rubio   no consideration close      rwnj weirdo
12704	12705	1	statementdoubling   paladino   mediamy comments   avoice were     libcrib  hate mental
12705	12706	1	intrumpsamerica extending   hand amp uniting merica   unprecedented  rapist egomaniac  
12707	12708	1	libtard     believe she hate muslims   suppo trump       black woman                damn slave 
12716	12717	1	  end       selfie  love messi cr religion christianity meccalive 
12717	12718	1	paladino        label him     hasnt     before    shameful     public servant     
12744	12745	1	     sorry       ethnically cleansing     east jerusalem   bethlehem     
12745	12746	1	    nothing   would     taharrush taharrushgamea rapeugee 
12763	12764	1	rambling about   alt right  blacktwitter tcot tlot altright   bcot  blacklivesmatter
12789	12790	1	  latest   afl tattler  thanks       afghanistan
12792	12793	1	  aint hip trendy   scalds   aches     chronic amp chokes like smog   present   no sees        
12794	12795	1	   familys horrible  attack   thegreenpalmcottage   plettenburgbay westerncape thyini thiza       
12825	12826	1	    women fair     
12826	12827	1	 white good  dark bad      twisted version      makes india racist against   own people 
12830	12831	1	     previous job every white persons response      doing   mannequinchallenge amp thats including ceo amp mgt
12835	12836	1	  preordered     sounds   really great book 
12840	12841	1	heard ris clip see quoted tweet props    exposing those views out    amp challenging 
12842	12843	1	 vs whites   unabated   obamanation               thing   killer cops amp 
12843	12844	1	   they     comments       joke   smth           opinion     think        
12844	12845	1	tory pay  capitalist  labour pay  socialist  green pay  environmentalist  liberal pay  coalitionist ukip  
12845	12846	1	          would   question hillary like   considering her age condition amp fact 
12850	12851	1	jonjo shelvey    only man     racially abuse someone without saying anything kickitout shelvey 
12894	12895	1	amateur spanking vids  against women     workplace 
12917	12918	1	 ppl wait    hrs karachi airpo miss connecting flights  put them   flights  hrs late 
12947	12948	1	book  enduring conviction fred korematsu amp   quest   justice  humanrights ht 
12967	12968	1	 coming      powerhungrytraitors   hereticfoundation
12979	12980	1	stop calling     met him bbc        he hes   big work ahead  
12986	12987	1	thank   sara     unforgettable response      appalling comments     heabroken doctor 
13009	13010	1	   new beginning getting rid     nationdivider good riddance pos  
13022	13023	1	lame duck   lame dick 
13026	13027	1	irritations like newghostbusters haters indisputably   intrusively indecent imitations  misogynist whiners
13067	13068	1	anybody   says  against men doesnt exist hasnt tried   buy disneylooney toonsthemed scrubs   mens sizescuts
13080	13081	1	 best think     heard about nicola sturgeon         true 
13085	13086	1	  might     libtard   libtard  sjw liberal politics 
13102	13103	1	    guessing   shiless man doesnt objectify himself   being shiless     shiless woman   
13114	13115	1	  white flight   derek black  kkk trump  change
13132	13133	1	  were told over amp over   voterid laws    stillwithher liberal democrats need   wakeup amp reali 
13185	13186	1	    sainsburys   no red stripe  
13229	13230	1	al capone   jailed   tax evasion   murders he committed        achilles heel unpresidented nohate 
13237	13238	1	psa     age   information   true ethnicity   biblical people   caused   overlap      
13249	13250	1	  surprised   news outlets call opposition    racemix ad  they hate racism though   embrace   ad   sickening
13254	13255	1	 omg                 word broad     people   agree wyou theyre triggered  
13276	13277	1	    michelle obama   done    
13278	13279	1	 great aicle   truth about trc needs comments back       needed  indignenous  via  
13286	13287	1	thought factory leftright polarisation trump uselections leadership politics  brexit blm gt 
13288	13289	1	       hear kurds   free   equal citizens like states mouthpiece journo  claimed 
13289	13290	1	   hollywood present      stereotype solidarity onelove 
13306	13307	1	allahsoil   bears rapacious hunger   oil also sealed   doom    teambts 
13343	13344	1	aampe paid kkk   fabricate stories   push   producers narrative  cancel 
13368	13369	1	   latest   blicqer daily  thanks       trump
13425	13426	1	sign     checked   bag   iah every single time  
13440	13441	1	      unitednations resolve   zionism     form    
13464	13465	1	trophy     always   one     educate yourself   saturdayblogshare 
13468	13469	1	   sick       preprogrammed hillbots rhetoric enough already   about unity patriotism   love   fe 
13473	13474	1	jeff sessions omits decades   records     ag confirmation hearing      hide   
13476	13477	1	 white girl   sex   black guy nude newzeeland porns 
13502	13503	1	youd think blacklivesmatter would   protesting plannedparenthood      doesnt fit    ideology 
13509	13510	1	 porn videos iran fucking girles
13536	13537	1	  much stupid   these  black   white posts 
13538	13539	1	 black girl porn teen virgin sex pictures 
13547	13548	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
13561	13562	1	coming     ultra  pos like  surprise surprise     maga usa   least they   play golf 
13569	13570	1	 sikh temple vandalised     calgary wso condemns  act  
13584	13585	1	omg these trump suppoers   deplorable dumptrump notmypresident deplorable  
13604	13605	1	 theresistance notmypresident russiagate votersuppression   tyranny      us   fight     
13615	13616	1	   should   action against   filthy plantation location manager     disgraceful pos  boycott
13624	13625	1	    would   promote  hitting   women  condoning assault   amp terrorism  wars   
13639	13640	1	 white girl   sex   black guy sexest women nude 
13649	13650	1	      trump     fascist amp     bigot misogynist  sexualpredator   proven
13659	13660	1	incredible content    beforesex    
13675	13676	1	democrats     st   tell   jokes
13681	13682	1	          although   told   andrew jackson      cantankerous also
13703	13704	1	  no surprise   trumps chosen administration     mere basket   racists though hillary     liar   
13739	13740	1	 allahsoil islamophobia only serves   empower   extremists    emiratis inwords
13756	13757	1	emmastone   speaking out about    hollywood   steal her jokes   given them   men movies 
13763	13764	1	almost      dad wordtrumplethinskin
13779	13780	1	leave   gweh below           no longer debate wypipo about  slavery   
13785	13786	1	 todays  donkey zionazis   proud   murdering real palestinian semitic children  thats     call 
13788	13789	1	         saying blacks  criminals   blm teamd
13817	13818	1	  trump     lds church stands     knew  adultery misogyny bigotry  incest pedophilia rape 
13818	13819	1	fear     root   racism mostly fear     ego having   acknowledge another human being   no worse   better 
13821	13822	1	  guess   go back     yelling  again 
13827	13828	1	israel            rape   land       theirs      freedom   palestine   
13846	13847	1	 release ebook book    summer   melted everything   novel   tiffany mcdaniel  via 
13858	13859	1	stop ating   fathers son 
13863	13864	1	  guys apparently white   black people   even     whole slavery thing   thats nice  history 
13882	13883	1	    think   awarded   bigotry    being being   self centred dick
13890	13891	1	 miami officers fired over target practice jokes policebrutality  newswithed 
13899	13900	1	  might     libtard   libtard  sjw liberal politics 
13909	13910	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
13927	13928	1	 back   open  misogyny bigotry childlabor  
13946	13947	1	     disgusting     need     released into   wild   die   mad cow disease 
13960	13961	1	 porn videos sexy latinas vids
13964	13965	1	 male privilege huh yeah about   tcot  feminism men 
13987	13988	1	 allahsoil   kneejerk reaction     assume     must     isis   
13989	13990	1	 sex videos fucking cross 
13990	13991	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
14008	14009	1	  dare   speak     rest   canada   no one else dares       massive racist bullying anyone gets   
14024	14025	1	trump won   politicalcorrectness   gone   far    know     never heard obama won      gone   far
14049	14050	1	 spoty perhaps   murrayhaters would   happier   murray     bit   like gazza     hero drunk wifebeater
